Species	Symbol	Ensembl	Family	Protein	Entrez ID
Canis_familiaris	SOX4	ENSCAFG00000024883	HMG	ENSCAFP00000034212;	-
Canis_familiaris	ZNF711	ENSCAFG00000017397	zf-C2H2	ENSCAFP00000025633;	491993
Canis_familiaris	PIAS4	ENSCAFG00000019154	zf-MIZ	ENSCAFP00000028253;	485049
Canis_familiaris	SMAD2	ENSCAFG00000017567	MH1	ENSCAFP00000025899;	480144
Canis_familiaris	NEUROD6	ENSCAFG00000003122	bHLH	ENSCAFP00000004656;	482387
Canis_familiaris	-	ENSCAFG00000032029	zf-C2H2	ENSCAFP00000038425;	-
Canis_familiaris	NKX1-2	ENSCAFG00000031292	Homeobox	ENSCAFP00000042357;	486929
Canis_familiaris	PAX2	ENSCAFG00000009709	PAX	ENSCAFP00000003425;ENSCAFP00000014267;	609228
Canis_familiaris	ZNF879	ENSCAFG00000030461	zf-C2H2	ENSCAFP00000036614;	-
Canis_familiaris	ZNF785	ENSCAFG00000032497	zf-C2H2	ENSCAFP00000035927;	-
Canis_familiaris	ZNF596	ENSCAFG00000031621	zf-C2H2	ENSCAFP00000042997;	486142
Canis_familiaris	DEAF1	ENSCAFG00000006569	SAND	ENSCAFP00000009831;	483409
Canis_familiaris	ZNF79	ENSCAFG00000031097	zf-C2H2	ENSCAFP00000042003;	100685774
Canis_familiaris	GSX2	ENSCAFG00000002052	Homeobox	ENSCAFP00000003023;	-
Canis_familiaris	GZF1	ENSCAFG00000005142	ZBTB	ENSCAFP00000036678;ENSCAFP00000036678;ENSCAFP00000007690;ENSCAFP00000007690;	485737
Canis_familiaris	NEUROD2	ENSCAFG00000016407	bHLH	ENSCAFP00000024143;	491026
Canis_familiaris	FOXO4	ENSCAFG00000016925	Fork_head	ENSCAFP00000024882;	100855644
Canis_familiaris	-	ENSCAFG00000028861	zf-C2H2	ENSCAFP00000041839;	100688087
Canis_familiaris	BATF3	ENSCAFG00000032161	TF_bZIP	ENSCAFP00000036121;	490283
Canis_familiaris	PBX3	ENSCAFG00000020175	Homeobox	ENSCAFP00000029917;	480723
Canis_familiaris	LIN28A	ENSCAFG00000012488	CSD	ENSCAFP00000018394;	612162
Canis_familiaris	SATB1	ENSCAFG00000005839	CUT	ENSCAFP00000008750;	485650
Canis_familiaris	ZKSCAN5	ENSCAFG00000023158	zf-C2H2	ENSCAFP00000022074;	489856
Canis_familiaris	GRHL3	ENSCAFG00000012994	CP2	ENSCAFP00000019155;ENSCAFP00000039222;	487371
Canis_familiaris	ZNF333	ENSCAFG00000030256	zf-C2H2	ENSCAFP00000036534;	484899
Canis_familiaris	ZBTB17	ENSCAFG00000016122	ZBTB	ENSCAFP00000023746;ENSCAFP00000023746;	607083
Canis_familiaris	SMAD3	ENSCAFG00000017388	MH1	ENSCAFP00000025647;	610902
Canis_familiaris	ZNF655	ENSCAFG00000031787	zf-C2H2	ENSCAFP00000039609;	489855
Canis_familiaris	ZNF276	ENSCAFG00000019816	zf-C2H2	ENSCAFP00000029345;	489653
Canis_familiaris	IKZF1	ENSCAFG00000003374	zf-C2H2	ENSCAFP00000005014;	483231
Canis_familiaris	-	ENSCAFG00000028494	zf-C2H2	ENSCAFP00000037870;	102151838
Canis_familiaris	SPIC	ENSCAFG00000007012	ETS	ENSCAFP00000010400;	612169
Canis_familiaris	CEBPG	ENSCAFG00000007405	TF_bZIP	ENSCAFP00000011000;	100686458
Canis_familiaris	MEIS3	ENSCAFG00000004161	Homeobox	ENSCAFP00000006183;ENSCAFP00000006192;	484421
Canis_familiaris	SETDB2	ENSCAFG00000004341	MBD	ENSCAFP00000006450;	485441
Canis_familiaris	ZNF688	ENSCAFG00000029440	zf-C2H2	ENSCAFP00000039560;	489908
Canis_familiaris	TTF1	ENSCAFG00000019895	MYB	ENSCAFP00000029466;	608462
Canis_familiaris	ESR2	ENSCAFG00000015846	ESR-like	ENSCAFP00000023305;	403639
Canis_familiaris	TERB1	ENSCAFG00000020407	MYB	ENSCAFP00000030265;	479692
Canis_familiaris	PPARD	ENSCAFG00000001310	THR-like	ENSCAFP00000001880;	481756
Canis_familiaris	HOXA5	ENSCAFG00000002950	Homeobox	ENSCAFP00000004371;	-
Canis_familiaris	NR4A1	ENSCAFG00000007338	NGFIB-like	ENSCAFP00000010883;	403897
Canis_familiaris	TULP4	ENSCAFG00000000652	Tub	ENSCAFP00000000922;ENSCAFP00000039417;	484053
Canis_familiaris	ZFP82	ENSCAFG00000028475	zf-C2H2	ENSCAFP00000036865;	-
Canis_familiaris	ZBTB4	ENSCAFG00000016341	ZBTB	ENSCAFP00000024065;ENSCAFP00000024065;	489474
Canis_familiaris	FOXK1	ENSCAFG00000016111	Fork_head	ENSCAFP00000036113;ENSCAFP00000023730;	489885
Canis_familiaris	REPIN1	ENSCAFG00000029424	zf-C2H2	ENSCAFP00000036123;	-
Canis_familiaris	ZNF687	ENSCAFG00000012605	zf-C2H2	ENSCAFP00000018579;ENSCAFP00000037864;	483195
Canis_familiaris	NR1D2	ENSCAFG00000005754	THR-like	ENSCAFP00000008613;	485643
Canis_familiaris	-	ENSCAFG00000032382	zf-C2H2	ENSCAFP00000038518;	100684205
Canis_familiaris	HOMEZ	ENSCAFG00000011468	Homeobox	ENSCAFP00000016846;ENSCAFP00000038527;	100688484
Canis_familiaris	RCOR3	ENSCAFG00000012107	MYB	ENSCAFP00000017840;	480018
Canis_familiaris	ZNF219	ENSCAFG00000005493	zf-C2H2	ENSCAFP00000008218;ENSCAFP00000039141;	-
Canis_familiaris	IRX5	ENSCAFG00000009443	Homeobox	ENSCAFP00000013897;ENSCAFP00000038564;	487276
Canis_familiaris	PLAG1	ENSCAFG00000007051	zf-C2H2	ENSCAFP00000010477;	486960
Canis_familiaris	ZNF250	ENSCAFG00000030799	zf-C2H2	ENSCAFP00000040075;	100683615
Canis_familiaris	SP5	ENSCAFG00000012550	zf-C2H2	ENSCAFP00000018470;	609211
Canis_familiaris	NKX2-4	ENSCAFG00000031316	Homeobox	ENSCAFP00000037150;	-
Canis_familiaris	-	ENSCAFG00000024488	PC4	ENSCAFP00000036184;	-
Canis_familiaris	FOXG1	ENSCAFG00000024723	Fork_head	ENSCAFP00000033845;	-
Canis_familiaris	LCOR	ENSCAFG00000008905	HTH	ENSCAFP00000034642;	-
Canis_familiaris	NKX2-5	ENSCAFG00000031960	Homeobox	ENSCAFP00000041395;	489113
Canis_familiaris	ZNF367	ENSCAFG00000001213	zf-C2H2	ENSCAFP00000039374;ENSCAFP00000001727;	100856694
Canis_familiaris	HOXC5	ENSCAFG00000028496	Homeobox	ENSCAFP00000041898;	102152615
Canis_familiaris	-	ENSCAFG00000030785	zf-C2H2	ENSCAFP00000038370;	-
Canis_familiaris	THAP12	ENSCAFG00000005274	THAP	ENSCAFP00000007885;	485182
Canis_familiaris	ZBTB47	ENSCAFG00000030889	ZBTB	ENSCAFP00000025553;ENSCAFP00000025553;ENSCAFP00000042375;	100686908
Canis_familiaris	ARID4B	ENSCAFG00000011439	ARID	ENSCAFP00000036018;ENSCAFP00000016861;	488959
Canis_familiaris	-	ENSCAFG00000032104	zf-C2H2	ENSCAFP00000038161;	-
Canis_familiaris	-	ENSCAFG00000002441	zf-C2H2	ENSCAFP00000003564;	-
Canis_familiaris	ZBTB3	ENSCAFG00000015650	ZBTB	ENSCAFP00000023004;ENSCAFP00000023004;	-
Canis_familiaris	NKX2-6	ENSCAFG00000024691	Homeobox	ENSCAFP00000033778;	-
Canis_familiaris	-	ENSCAFG00000032488	zf-C2H2	ENSCAFP00000039107;	-
Canis_familiaris	BAZ2B	ENSCAFG00000009433	MBD	ENSCAFP00000013893;ENSCAFP00000013894;	478762
Canis_familiaris	-	ENSCAFG00000030553	ETS	ENSCAFP00000004379;	100688036
Canis_familiaris	ZSCAN23	ENSCAFG00000024985	zf-C2H2	ENSCAFP00000017525;	-
Canis_familiaris	PAX1	ENSCAFG00000005170	PAX	ENSCAFP00000007720;	485743
Canis_familiaris	ZNF527	ENSCAFG00000029594	zf-C2H2	ENSCAFP00000041412;	100855817
Canis_familiaris	ATF4	ENSCAFG00000001324	TF_bZIP	ENSCAFP00000001900;	474503
Canis_familiaris	ZNF180	ENSCAFG00000029871	zf-C2H2	ENSCAFP00000040989;	100685461
Canis_familiaris	HOXB4	ENSCAFG00000016849	Homeobox	ENSCAFP00000024777;	-
Canis_familiaris	SREBF2	ENSCAFG00000001013	bHLH	ENSCAFP00000001434;	481228
Canis_familiaris	ZBTB7A	ENSCAFG00000024335	ZBTB	ENSCAFP00000033113;ENSCAFP00000033113;	-
Canis_familiaris	GTF2IRD1	ENSCAFG00000011763	GTF2I	ENSCAFP00000017504;ENSCAFP00000017494;	489796
Canis_familiaris	SIM2	ENSCAFG00000009686	bHLH	ENSCAFP00000014237;	607987
Canis_familiaris	NFIA	ENSCAFG00000023117	CTF/NFI	ENSCAFP00000002210;ENSCAFP00000027814;	479552
Canis_familiaris	NR2E1	ENSCAFG00000003761	RXR-like	ENSCAFP00000030572;ENSCAFP00000005604;	475017
Canis_familiaris	GLIS3	ENSCAFG00000031499	zf-C2H2	ENSCAFP00000041683;	484179
Canis_familiaris	PIAS1	ENSCAFG00000017463	zf-MIZ	ENSCAFP00000025741;	478350
Canis_familiaris	MGA	ENSCAFG00000009662	T-box	ENSCAFP00000014202;ENSCAFP00000014203;	478266
Canis_familiaris	FERD3L	ENSCAFG00000002506	bHLH	ENSCAFP00000003654;	482340
Canis_familiaris	SP7	ENSCAFG00000025559	zf-C2H2	ENSCAFP00000035694;	607857
Canis_familiaris	ZNF536	ENSCAFG00000007601	zf-C2H2	ENSCAFP00000011272;	484609
Canis_familiaris	BATF	ENSCAFG00000017044	TF_bZIP	ENSCAFP00000025088;	611951
Canis_familiaris	ZNF592	ENSCAFG00000012909	zf-C2H2	ENSCAFP00000019018;	488751
Canis_familiaris	SOX18	ENSCAFG00000029278	HMG	ENSCAFP00000037654;	485984
Canis_familiaris	ZNF619	ENSCAFG00000032425	zf-C2H2	ENSCAFP00000039421;	-
Canis_familiaris	ANHX	ENSCAFG00000005892	Homeobox	ENSCAFP00000008822;	-
Canis_familiaris	SP6	ENSCAFG00000016810	zf-C2H2	ENSCAFP00000024720;	491047
Canis_familiaris	-	ENSCAFG00000032212	bHLH	ENSCAFP00000042346;	-
Canis_familiaris	HES4	ENSCAFG00000019350	bHLH	ENSCAFP00000028585;ENSCAFP00000037009;ENSCAFP00000036510;	489604
Canis_familiaris	GCM2	ENSCAFG00000009747	GCM	ENSCAFP00000014321;	488217
Canis_familiaris	MYT1	ENSCAFG00000013222	zf-C2HC	ENSCAFP00000019510;ENSCAFP00000037841;ENSCAFP00000040008;	485987
Canis_familiaris	-	ENSCAFG00000030356	zf-C2H2	ENSCAFP00000036909;	102151519
Canis_familiaris	ASCL2	ENSCAFG00000010103	bHLH	ENSCAFP00000014850;	483666
Canis_familiaris	NHLH1	ENSCAFG00000023513	bHLH	ENSCAFP00000031523;	488639
Canis_familiaris	FOXJ1	ENSCAFG00000005050	Fork_head	ENSCAFP00000007529;	475917
Canis_familiaris	MLXIP	ENSCAFG00000007965	bHLH	ENSCAFP00000011793;	477464
Canis_familiaris	ZNF408	ENSCAFG00000009143	zf-C2H2	ENSCAFP00000013443;	100856561
Canis_familiaris	-	ENSCAFG00000029179	zf-C2H2	ENSCAFP00000043165;	-
Canis_familiaris	RORC	ENSCAFG00000012884	THR-like	ENSCAFP00000019006;	483205
Canis_familiaris	ZNF12	ENSCAFG00000015948	zf-C2H2	ENSCAFP00000023470;	100683482
Canis_familiaris	-	ENSCAFG00000004548	zf-BED	ENSCAFP00000039655;	-
Canis_familiaris	ZNF264	ENSCAFG00000030732	zf-C2H2	ENSCAFP00000037096;	-
Canis_familiaris	MAEL	ENSCAFG00000015596	HMG	ENSCAFP00000032346;	490363
Canis_familiaris	ZNF410	ENSCAFG00000016876	zf-C2H2	ENSCAFP00000024823;	490776
Canis_familiaris	SALL2	ENSCAFG00000005676	zf-C2H2	ENSCAFP00000042422;ENSCAFP00000008481;	-
Canis_familiaris	IRX2	ENSCAFG00000010427	Homeobox	ENSCAFP00000015332;	488064
Canis_familiaris	-	ENSCAFG00000016520	CSD	ENSCAFP00000038512;	-
Canis_familiaris	PATZ1	ENSCAFG00000013087	ZBTB	ENSCAFP00000019281;ENSCAFP00000019281;ENSCAFP00000019277;ENSCAFP00000019277;	486365
Canis_familiaris	NFXL1	ENSCAFG00000001913	zf-NF-X1	ENSCAFP00000002814;	100687977
Canis_familiaris	-	ENSCAFG00000031019	zf-C2H2	ENSCAFP00000040252;	111089966
Canis_familiaris	NEUROD4	ENSCAFG00000006347	bHLH	ENSCAFP00000009509;	100687079
Canis_familiaris	SIM1	ENSCAFG00000003538	bHLH	ENSCAFP00000005258;	481937
Canis_familiaris	DMRTC2	ENSCAFG00000004988	DM	ENSCAFP00000007422;	102155486
Canis_familiaris	-	ENSCAFG00000031827	zf-C2H2	ENSCAFP00000038381;	-
Canis_familiaris	-	ENSCAFG00000014260	HMG	ENSCAFP00000021044;	-
Canis_familiaris	NR5A2	ENSCAFG00000011176	SF-like	ENSCAFP00000016464;	490252
Canis_familiaris	NKX2-2	ENSCAFG00000005173	Homeobox	ENSCAFP00000007724;	485744
Canis_familiaris	HOXC11	ENSCAFG00000025599	Homeobox	ENSCAFP00000009922;	100688428
Canis_familiaris	MSX2	ENSCAFG00000016731	Homeobox	ENSCAFP00000024602;ENSCAFP00000041488;	403663
Canis_familiaris	KLF7	ENSCAFG00000013485	zf-C2H2	ENSCAFP00000019856;ENSCAFP00000019859;	478885
Canis_familiaris	CREBZF	ENSCAFG00000025351	TF_bZIP	ENSCAFP00000035198;ENSCAFP00000042348;	476783
Canis_familiaris	TP63	ENSCAFG00000013961	P53	ENSCAFP00000020585;	488125
Canis_familiaris	ALX1	ENSCAFG00000005972	Homeobox	ENSCAFP00000008953;	482587
Canis_familiaris	CSDC2	ENSCAFG00000001051	CSD	ENSCAFP00000001486;	-
Canis_familiaris	ALX3	ENSCAFG00000019795	Homeobox	ENSCAFP00000029305;	-
Canis_familiaris	GRHL2	ENSCAFG00000000587	CP2	ENSCAFP00000041262;ENSCAFP00000042428;ENSCAFP00000000827;	481985
Canis_familiaris	MITF	ENSCAFG00000006496	bHLH	ENSCAFP00000036381;ENSCAFP00000009727;	415126
Canis_familiaris	NR3C2	ENSCAFG00000007813	ESR-like	ENSCAFP00000011569;	475461
Canis_familiaris	ZFP36L1	ENSCAFG00000016497	zf-CCCH	ENSCAFP00000024272;	490748
Canis_familiaris	LHX8	ENSCAFG00000020401	Homeobox	ENSCAFP00000043085;ENSCAFP00000030256;	490209
Canis_familiaris	-	ENSCAFG00000029067	zf-C2H2	ENSCAFP00000038028;	111089988
Canis_familiaris	NKX2-8	ENSCAFG00000028557	Homeobox	ENSCAFP00000037496;	609776
Canis_familiaris	HES3	ENSCAFG00000019571	bHLH	ENSCAFP00000028943;	489629
Canis_familiaris	TCF7	ENSCAFG00000000990	HMG	ENSCAFP00000001404;	-
Canis_familiaris	HNF4A	ENSCAFG00000009411	RXR-like	ENSCAFP00000013863;	485884
Canis_familiaris	-	ENSCAFG00000005772	TF_bZIP	ENSCAFP00000008633;	-
Canis_familiaris	-	ENSCAFG00000018879	PC4	ENSCAFP00000027846;	479283
Canis_familiaris	LHX5	ENSCAFG00000009121	Homeobox	ENSCAFP00000013426;	486283
Canis_familiaris	RARB	ENSCAFG00000005727	THR-like	ENSCAFP00000008570;	477045
Canis_familiaris	GABPA	ENSCAFG00000008512	ETS	ENSCAFP00000012511;	478394
Canis_familiaris	-	ENSCAFG00000032448	zf-C2H2	ENSCAFP00000037121;	100687710
Canis_familiaris	ZNF513	ENSCAFG00000004909	zf-C2H2	ENSCAFP00000007318;	483012
Canis_familiaris	-	ENSCAFG00000023214	Homeobox	ENSCAFP00000030827;	102153369
Canis_familiaris	ZNF644	ENSCAFG00000020190	zf-C2H2	ENSCAFP00000029950;	479957
Canis_familiaris	ADNP	ENSCAFG00000011576	Homeobox	ENSCAFP00000016999;ENSCAFP00000039409;	485927
Canis_familiaris	ZNF770	ENSCAFG00000029228	zf-C2H2	ENSCAFP00000040077;	100687020
Canis_familiaris	MYF5	ENSCAFG00000005808	bHLH	ENSCAFP00000008695;	482582
Canis_familiaris	IKZF4	ENSCAFG00000030801	zf-C2H2	ENSCAFP00000036535;	481104
Canis_familiaris	ZNF35	ENSCAFG00000030878	zf-C2H2	ENSCAFP00000039078;	100856101
Canis_familiaris	TSHZ2	ENSCAFG00000011808	zf-C2H2	ENSCAFP00000039700;ENSCAFP00000017362;	-
Canis_familiaris	EOMES	ENSCAFG00000005510	T-box	ENSCAFP00000036278;ENSCAFP00000008242;ENSCAFP00000042151;	485636
Canis_familiaris	ZNF575	ENSCAFG00000004751	zf-C2H2	ENSCAFP00000041147;ENSCAFP00000007080;	484469
Canis_familiaris	SNAPC4	ENSCAFG00000019683	MYB	ENSCAFP00000029125;ENSCAFP00000035992;ENSCAFP00000037665;	491251
Canis_familiaris	-	ENSCAFG00000030466	zf-LITAF-like	ENSCAFP00000027893;ENSCAFP00000042652;	490004
Canis_familiaris	ZNF570	ENSCAFG00000030575	zf-C2H2	ENSCAFP00000039297;	100856587
Canis_familiaris	ELF2	ENSCAFG00000003733	ETS	ENSCAFP00000005573;	476080
Canis_familiaris	ZNF672	ENSCAFG00000003152	zf-C2H2	ENSCAFP00000004698;	482699
Canis_familiaris	FOXP3	ENSCAFG00000015934	Fork_head	ENSCAFP00000036755;ENSCAFP00000023435;	491876
Canis_familiaris	-	ENSCAFG00000028550	zf-C2H2	ENSCAFP00000041924;	-
Canis_familiaris	ZNF605	ENSCAFG00000006033	zf-C2H2	ENSCAFP00000009072;	486220
Canis_familiaris	MNT	ENSCAFG00000019295	bHLH	ENSCAFP00000028481;	-
Canis_familiaris	BBX	ENSCAFG00000009867	HMG	ENSCAFP00000014515;	478551
Canis_familiaris	ZNF146	ENSCAFG00000031807	zf-C2H2	ENSCAFP00000038186;	102152132
Canis_familiaris	ZNF398	ENSCAFG00000004429	zf-C2H2	ENSCAFP00000040973;ENSCAFP00000006613;	100687206
Canis_familiaris	MTA3	ENSCAFG00000006527	zf-GATA	ENSCAFP00000009773;	-
Canis_familiaris	ZBTB11	ENSCAFG00000009599	ZBTB	ENSCAFP00000040542;ENSCAFP00000040542;ENSCAFP00000014103;ENSCAFP00000014103;	487956
Canis_familiaris	CEBPB	ENSCAFG00000031326	TF_bZIP	ENSCAFP00000036854;	-
Canis_familiaris	YY1	ENSCAFG00000017894	zf-C2H2	ENSCAFP00000026407;	611171
Canis_familiaris	PRDM10	ENSCAFG00000010164	zf-C2H2	ENSCAFP00000041652;ENSCAFP00000014929;	489279
Canis_familiaris	FOSB	ENSCAFG00000004443	TF_bZIP	ENSCAFP00000006628;	484445
Canis_familiaris	ATOH1	ENSCAFG00000010016	bHLH	ENSCAFP00000014743;	487864
Canis_familiaris	THAP7	ENSCAFG00000030978	THAP	ENSCAFP00000038412;	486438
Canis_familiaris	PITX1	ENSCAFG00000001065	Homeobox	ENSCAFP00000001499;	481513
Canis_familiaris	GMEB1	ENSCAFG00000011711	SAND	ENSCAFP00000017230;	487330
Canis_familiaris	KLF11	ENSCAFG00000003405	zf-C2H2	ENSCAFP00000005062;	475665
Canis_familiaris	ARID3B	ENSCAFG00000017932	ARID	ENSCAFP00000026472;	487646
Canis_familiaris	ARID4A	ENSCAFG00000023936	ARID	ENSCAFP00000022671;	480339
Canis_familiaris	ZNF283	ENSCAFG00000032633	zf-C2H2	ENSCAFP00000041277;	613011
Canis_familiaris	WT1	ENSCAFG00000007426	zf-C2H2	ENSCAFP00000011048;	609253
Canis_familiaris	HOXA6	ENSCAFG00000002953	Homeobox	ENSCAFP00000004377;	111089956
Canis_familiaris	-	ENSCAFG00000008104	HMG	ENSCAFP00000032692;	-
Canis_familiaris	TEF	ENSCAFG00000001095	TF_bZIP	ENSCAFP00000001535;ENSCAFP00000001533;	607883
Canis_familiaris	EBF4	ENSCAFG00000006631	COE	ENSCAFP00000009901;	485803
Canis_familiaris	HMGB3	ENSCAFG00000028715	HMG	ENSCAFP00000037265;	481073
Canis_familiaris	-	ENSCAFG00000015098	HMG	ENSCAFP00000022261;	476671
Canis_familiaris	SOX10	ENSCAFG00000001436	HMG	ENSCAFP00000002067;	481258
Canis_familiaris	PBX4	ENSCAFG00000014191	Homeobox	ENSCAFP00000019597;ENSCAFP00000020904;	609679
Canis_familiaris	THAP4	ENSCAFG00000013012	THAP	ENSCAFP00000019175;	-
Canis_familiaris	-	ENSCAFG00000029343	zf-C2H2	ENSCAFP00000040869;	-
Canis_familiaris	ZNF81	ENSCAFG00000015170	zf-C2H2	ENSCAFP00000022348;	491863
Canis_familiaris	HOXB6	ENSCAFG00000016854	Homeobox	ENSCAFP00000024788;	-
Canis_familiaris	RFX3	ENSCAFG00000002053	RFX	ENSCAFP00000003031;ENSCAFP00000041742;	476339
Canis_familiaris	HOXB8	ENSCAFG00000016860	Homeobox	ENSCAFP00000024802;	491059
Canis_familiaris	THRA	ENSCAFG00000016173	THR-like	ENSCAFP00000023858;	-
Canis_familiaris	ZNF446	ENSCAFG00000031873	zf-C2H2	ENSCAFP00000037820;	-
Canis_familiaris	TSC22D2	ENSCAFG00000008387	TSC22	ENSCAFP00000012330;ENSCAFP00000036803;	477111
Canis_familiaris	STAT3	ENSCAFG00000015213	STAT	ENSCAFP00000022438;	490967
Canis_familiaris	PAX3	ENSCAFG00000016041	PAX	ENSCAFP00000023626;	488544
Canis_familiaris	AEBP2	ENSCAFG00000012441	zf-C2H2	ENSCAFP00000018329;	486656
Canis_familiaris	ZFHX3	ENSCAFG00000020243	Homeobox	ENSCAFP00000030025;	489729
Canis_familiaris	RCOR2	ENSCAFG00000014777	MYB	ENSCAFP00000021796;	483768
Canis_familiaris	MIER1	ENSCAFG00000018549	MYB	ENSCAFP00000037350;ENSCAFP00000027376;	479536
Canis_familiaris	ZBTB38	ENSCAFG00000007664	ZBTB	ENSCAFP00000038053;ENSCAFP00000038053;	477096
Canis_familiaris	ZNF282	ENSCAFG00000004442	zf-C2H2	ENSCAFP00000006627;ENSCAFP00000006617;	482785
Canis_familiaris	SMAD1	ENSCAFG00000007659	MH1	ENSCAFP00000011373;ENSCAFP00000011384;	475456
Canis_familiaris	NCOR2	ENSCAFG00000006985	MYB	ENSCAFP00000036765;ENSCAFP00000010374;	486242
Canis_familiaris	ZNF391	ENSCAFG00000031680	zf-C2H2	ENSCAFP00000038226;	102151476
Canis_familiaris	ARID2	ENSCAFG00000009335	ARID	ENSCAFP00000013757;ENSCAFP00000042586;	100688573
Canis_familiaris	SOX30	ENSCAFG00000017351	HMG	ENSCAFP00000025564;ENSCAFP00000040960;	479316
Canis_familiaris	MZF1	ENSCAFG00000031861	zf-C2H2	ENSCAFP00000042491;	484220
Canis_familiaris	RELB	ENSCAFG00000004597	RHD	ENSCAFP00000006862;ENSCAFP00000036658;	484454
Canis_familiaris	SOX15	ENSCAFG00000016662	HMG	ENSCAFP00000024504;	100688349
Canis_familiaris	-	ENSCAFG00000006206	bHLH	ENSCAFP00000009301;	486009
Canis_familiaris	ZNF37A	ENSCAFG00000009862	zf-C2H2	ENSCAFP00000009374;	488951
Canis_familiaris	HOXD11	ENSCAFG00000013436	Homeobox	ENSCAFP00000019793;	106557475
Canis_familiaris	-	ENSCAFG00000029869	zf-C2H2	ENSCAFP00000042616;	102152064
Canis_familiaris	ETV5	ENSCAFG00000013420	ETS	ENSCAFP00000019797;	607474
Canis_familiaris	DZIP1	ENSCAFG00000005465	zf-C2H2	ENSCAFP00000008155;	476964
Canis_familiaris	OLIG2	ENSCAFG00000028529	bHLH	ENSCAFP00000041269;	100856424
Canis_familiaris	ZNF792	ENSCAFG00000032164	zf-C2H2	ENSCAFP00000039241;	484586
Canis_familiaris	ZFP2	ENSCAFG00000031084	zf-C2H2	ENSCAFP00000038973;	474648
Canis_familiaris	ETV3	ENSCAFG00000016469	ETS	ENSCAFP00000024230;	480119
Canis_familiaris	DDIT3	ENSCAFG00000030112	TF_bZIP	ENSCAFP00000039330;	607439
Canis_familiaris	POU3F1	ENSCAFG00000003201	Pou	ENSCAFP00000033065;	-
Canis_familiaris	RXRA	ENSCAFG00000019838	RXR-like	ENSCAFP00000029376;	491278
Canis_familiaris	ADNP2	ENSCAFG00000000007	Others	-	100686027
Canis_familiaris	BCLAF1	ENSCAFG00000000245	Others	-	483999
Canis_familiaris	YEATS4	ENSCAFG00000000428	Others	-	474443
Canis_familiaris	TCF19	ENSCAFG00000000483	Others	-	474835
Canis_familiaris	ZNF608	ENSCAFG00000000569	Others	-	481484
Canis_familiaris	TFB1M	ENSCAFG00000000581	Others	-	476253
Canis_familiaris	ZNF706	ENSCAFG00000000584	Others	-	607293
Canis_familiaris	ZNF318	ENSCAFG00000001847	Others	-	609493
Canis_familiaris	XPA	ENSCAFG00000002454	Others	-	481623
Canis_familiaris	EPAS1	ENSCAFG00000002627	Others	-	474578
Canis_familiaris	TAX1BP1	ENSCAFG00000002995	Others	-	475264
Canis_familiaris	PLEK	ENSCAFG00000003260	Others	-	442956
Canis_familiaris	AKNA	ENSCAFG00000003340	Others	-	481687
Canis_familiaris	KIAA1549	ENSCAFG00000004115	Others	-	482778
Canis_familiaris	-	ENSCAFG00000004124	Others	-	-
Canis_familiaris	MLLT10	ENSCAFG00000004145	Others	-	487096
Canis_familiaris	CNBP	ENSCAFG00000004320	Others	-	476518
Canis_familiaris	CENPA	ENSCAFG00000004457	Others	-	475692
Canis_familiaris	GPBP1L1	ENSCAFG00000004466	Others	-	475372
Canis_familiaris	ZNF862	ENSCAFG00000004539	Others	-	610840
Canis_familiaris	PREB	ENSCAFG00000004688	Others	-	483007
Canis_familiaris	CEBPZ	ENSCAFG00000006085	Others	-	483035
Canis_familiaris	PURG	ENSCAFG00000006442	Others	-	482870
Canis_familiaris	TMF1	ENSCAFG00000006553	Others	-	476561
Canis_familiaris	RAG1	ENSCAFG00000006808	Others	-	483420
Canis_familiaris	RBCK1	ENSCAFG00000006921	Others	-	485818
Canis_familiaris	GPBP1	ENSCAFG00000006945	Others	-	478062
Canis_familiaris	-	ENSCAFG00000008181	Others	-	611500
Canis_familiaris	ZNF395	ENSCAFG00000008300	Others	-	486094
Canis_familiaris	ZNF704	ENSCAFG00000008422	Others	-	610881
Canis_familiaris	SPZ1	ENSCAFG00000008854	Others	-	488928
Canis_familiaris	PHTF1	ENSCAFG00000009197	Others	-	-
Canis_familiaris	THYN1	ENSCAFG00000009772	Others	-	-
Canis_familiaris	NFRKB	ENSCAFG00000010199	Others	-	489280
Canis_familiaris	TET2	ENSCAFG00000010876	Others	-	478499
Canis_familiaris	ZNFX1	ENSCAFG00000011408	Others	-	477260
Canis_familiaris	GABPB2	ENSCAFG00000012427	Others	-	475841
Canis_familiaris	CARF	ENSCAFG00000012545	Others	-	478877
Canis_familiaris	SLC2A4RG	ENSCAFG00000013059	Others	-	485979
Canis_familiaris	-	ENSCAFG00000013064	Others	-	100683974
Canis_familiaris	ZNF750	ENSCAFG00000013098	Others	-	608362
Canis_familiaris	CREBL2	ENSCAFG00000013248	Others	-	611207
Canis_familiaris	ZNF280B	ENSCAFG00000013594	Others	-	100855749
Canis_familiaris	LTF	ENSCAFG00000013763	Others	-	484787
Canis_familiaris	MYEF2	ENSCAFG00000014008	Others	-	487544
Canis_familiaris	RFXANK	ENSCAFG00000014341	Others	-	476662
Canis_familiaris	SMARCAL1	ENSCAFG00000014421	Others	-	478903
Canis_familiaris	GABPB1	ENSCAFG00000015104	Others	-	608465
Canis_familiaris	BLZF1	ENSCAFG00000015247	Others	-	490354
